bedrooms,bathrooms,sqft_living,sqft_lot,sqft_basement,floors,condition,price
4,1.0,1980,7991,0,1.5,3,345000
3,1.75,1830,5120,0,1.5,5,682000
3,1.75,980,6002,0,1.0,4,657500
6,2.5,3550,6533,0,2.0,3,895000
3,1.5,1660,5665,740,1.0,5,425000
4,2.5,2490,8750,450,2.0,3,532500
4,2.5,2329,9436,0,2.0,3,540000
3,2.25,1790,9580,0,2.0,3,578000
3,3.0,2830,6041,990,2.0,3,1086000
3,1.0,1160,9750,0,1.0,3,322500
3,1.0,1000,10560,0,1.0,3,140000
3,2.5,2540,51836,720,1.0,4,485000
2,1.5,1750,19709,310,1.5,4,575000
3,2.5,2890,21780,0,2.0,3,421000
4,2.0,1870,3497,670,1.0,3,355000
4,2.25,2200,6967,0,2.0,3,515000
3,1.0,1300,7200,0,1.0,4,309000
5,2.25,3410,35536,880,2.0,3,815000
3,1.0,1160,7875,0,1.0,3,285000
3,1.75,2100,5000,0,1.5,3,700000
3,2.5,1490,8628,0,2.0,3,289000
4,3.0,3280,62726,0,1.5,3,458000
3,1.75,1450,8378,0,1.0,4,230000
3,2.5,1930,7120,510,1.0,4,432500
3,1.75,1660,10440,620,1.0,3,288000
3,1.75,1260,12330,0,1.0,3,354000
3,1.0,1170,11000,0,1.0,2,119500
4,3.0,3350,23781,1330,1.0,4,805000
3,2.5,1420,2581,0,3.0,3,435000
3,1.75,2170,10018,540,1.0,4,260000
4,1.75,1800,8385,900,1.0,5,377000
4,2.5,2000,7376,0,2.0,3,602000
3,1.75,1660,4800,700,1.0,3,530000
4,2.0,1540,3740,770,1.0,4,525000
2,1.5,1160,1086,270,2.0,3,250000
3,1.0,1700,6356,0,1.5,3,681000
3,1.75,1580,20588,0,1.0,3,625000
3,2.5,2080,3920,0,2.0,3,448500
3,2.0,1030,7260,0,1.0,3,260000
3,1.75,1770,8050,750,1.0,4,538000
3,2.0,1540,7947,420,1.0,3,385500
4,2.5,2650,6000,0,2.0,3,428400
4,2.75,2690,9240,0,2.0,3,346290
4,2.75,2210,8430,0,2.0,3,587000
4,2.5,2390,6775,0,2.0,3,355000
5,2.75,2580,7865,1100,1.0,4,650000
4,2.5,2160,5455,0,2.0,3,340000
4,2.5,2230,8624,800,1.0,4,565000
4,2.0,2000,5000,0,1.5,5,630000
3,1.0,1280,7198,0,1.0,5,227000
4,2.75,2810,17674,1170,1.0,4,600000
4,1.75,1680,6758,0,1.0,3,540400
3,2.5,2150,8060,0,2.0,3,569000
3,2.5,2820,8159,0,2.0,3,735000
3,2.25,1750,9353,540,1.0,3,434000
2,2.0,1060,4000,60,1.0,2,578888
4,2.75,2430,20720,0,1.0,3,465425
4,2.75,2660,7754,1070,1.5,3,280500
2,2.0,1670,3507,0,1.0,3,539950
3,2.0,1380,15426,0,1.0,4,406430
4,3.75,4160,35000,0,2.0,3,1150000
3,2.5,1790,6191,0,2.0,3,250000
3,2.5,1940,8547,480,1.0,3,266000
3,2.0,1390,7200,0,1.0,3,258000
3,2.0,2200,21890,1000,1.0,3,472000
3,2.25,1264,1536,0,2.0,3,530000
2,1.0,1095,5120,0,1.5,3,302282
2,1.0,850,6213,100,1.0,3,370000
4,2.0,1760,5307,590,1.5,4,625000
1,1.0,690,6825,0,1.0,4,142500
3,1.75,1400,7405,0,1.0,3,334000
5,3.0,1810,3000,0,2.0,3,362000
2,1.0,1310,4000,360,1.0,3,181000
3,1.0,1400,10425,0,1.0,4,241500
3,1.75,2350,12720,1170,1.0,4,245000
3,1.0,1150,8848,0,1.0,3,227500
5,1.5,1710,8100,0,1.5,4,158550
3,2.25,1660,10247,530,1.0,5,450000
3,1.75,1950,10080,0,1.0,4,485000
4,1.75,1780,9794,0,1.0,3,353000
4,3.0,2450,4668,0,2.0,3,500000
1,2.25,2060,10600,500,1.5,3,360000
3,1.5,1540,11858,0,1.0,4,357500
3,2.5,1650,13816,0,2.0,3,272000
3,1.0,1160,7854,0,1.0,3,422000
2,2.0,1440,15000,0,1.0,3,365000
3,1.75,2150,13789,540,1.0,4,450000
2,1.0,1060,6504,0,1.0,3,275053
3,2.75,2620,17919,0,1.0,4,1880000
3,1.75,1630,9000,670,1.0,3,725000
3,1.75,1840,9697,340,1.0,4,235000
2,1.0,820,4206,0,1.0,3,510000
2,1.0,820,4206,0,1.0,3,489950
3,2.5,2010,4195,0,2.0,3,463000
4,2.25,1990,5948,0,2.0,3,536000
4,2.5,2990,6145,0,2.0,3,375000
4,2.5,2540,4727,0,2.0,3,630000
3,2.25,1640,14374,500,1.0,4,362000
4,2.75,2500,11659,1010,1.0,3,350000
4,3.5,4020,13515,0,2.0,3,1691000
3,2.0,1500,8775,110,1.0,3,255000
4,2.5,1594,7665,506,1.0,5,269000
4,3.0,2130,4838,0,1.5,4,370000
3,1.0,1130,7920,0,1.0,3,270000
3,2.0,1690,9516,0,1.0,3,265000
2,1.0,1440,4046,480,1.0,3,487000
4,3.25,3270,6027,0,2.0,3,835000
4,3.25,4350,112750,2150,1.0,3,850000
4,2.75,1610,11201,590,1.0,5,575000
3,1.0,950,8000,0,1.0,3,335000
3,1.0,1010,7200,0,1.0,5,318000
3,2.0,1420,11325,0,1.0,3,510000
3,1.5,1200,9720,0,1.0,4,242500
5,2.25,2020,8400,1010,1.0,4,750000
5,3.5,3390,7950,0,2.0,3,439900
2,1.0,1700,3040,240,1.5,3,710000
5,3.25,3410,9088,650,2.0,3,2400000
3,1.75,2030,13700,400,1.0,3,435000
4,2.75,2860,6867,1300,1.0,5,874000
4,1.75,1690,4080,820,1.0,4,385000
2,1.0,760,4746,0,1.0,3,110000
3,1.75,1780,8085,570,1.0,3,477000
3,2.0,1550,6394,0,1.5,5,500000
4,2.5,4090,11225,0,2.0,3,885000
2,1.0,880,5600,0,1.0,5,235000
3,2.75,1320,15236,440,1.0,3,210000
2,1.0,950,4000,0,1.0,3,320000
3,1.75,1390,7904,0,1.0,3,406000
3,1.75,1900,10225,680,1.0,4,350000
2,0.75,1392,43710,0,1.5,4,350000
4,2.5,3340,8930,0,2.0,3,720000
4,2.75,2750,14982,1030,1.0,3,604700
3,1.0,1400,5662,0,1.5,5,343000
3,2.25,2220,15757,940,1.0,3,558000
4,1.0,1210,7740,0,1.5,3,364000
3,1.75,2390,11242,1100,1.0,3,420000
5,2.0,1870,7344,0,1.5,3,450000
2,1.5,940,5000,130,1.0,4,392000
4,1.0,1120,2685,260,1.0,3,100000
3,2.5,1250,1103,0,3.0,3,480000
3,1.5,1060,9225,0,1.0,4,212000
5,2.5,2410,8960,810,1.0,5,560000
5,2.75,2844,3990,0,2.0,3,359950
4,2.5,2200,110642,870,1.0,5,535000
5,4.0,3460,5400,630,2.0,3,980000
2,1.0,1580,2199,0,2.0,3,720000
2,1.0,1520,5400,600,1.0,3,619950
3,2.5,2260,19821,0,2.0,3,489000
4,2.0,1800,2970,800,1.0,4,415000
4,2.5,2650,11108,0,2.0,3,672500
3,1.0,1000,4171,0,1.0,3,352500
4,2.0,2300,8400,1150,1.0,4,258750
3,1.0,1080,7000,0,1.0,4,350000
3,1.0,902,10464,0,1.0,3,152000
2,1.0,730,7528,0,1.0,3,378500
4,1.75,2600,41041,0,1.5,4,1017000
3,1.5,1570,6700,0,1.0,4,419000
5,3.0,2876,13927,906,1.0,4,895000
4,2.25,2290,9546,510,1.0,4,668500
2,2.5,1470,2533,0,2.0,3,487000
3,3.5,2620,10137,650,2.0,3,538000
5,1.5,2680,28014,1230,1.0,4,898000
4,2.0,2020,7767,0,1.0,3,315000
3,2.5,2100,4440,0,2.0,3,800000
3,1.75,1510,8250,0,1.0,4,516130
3,2.5,2850,19593,1060,1.5,3,1600000
4,2.5,4280,12796,880,2.0,3,1200000
4,2.5,3238,9112,1560,1.0,4,355425
3,2.5,2740,5925,0,2.0,3,1157400
4,2.5,2020,9600,0,2.0,4,689000
3,3.25,1520,1500,0,3.0,3,500000
5,2.5,3860,42733,1560,1.0,4,430000
4,2.25,1600,15312,520,1.0,4,299500
4,2.5,2090,5289,0,2.0,3,349950
5,3.25,4020,4500,900,2.0,3,1419000
4,2.25,2910,10189,0,2.0,3,998000
3,1.0,900,9600,0,1.0,4,329000
3,1.75,1720,5956,0,2.0,3,575000
5,2.25,3030,9430,430,2.0,4,529900
4,2.5,3030,10189,650,1.0,3,1470000
4,1.75,2190,9400,740,1.0,4,725000
3,2.5,1680,5000,0,2.0,3,286000
3,2.0,1210,9926,0,1.0,4,335000
3,1.5,1120,7000,0,1.0,3,395300
4,2.75,3180,13348,160,2.0,3,510000
3,1.0,920,7500,0,1.0,4,203000
2,1.0,700,8301,0,1.0,3,248000
3,2.25,2540,7216,0,2.0,3,265000
4,1.5,2100,4560,0,1.5,4,1000000
3,1.0,1540,24500,0,1.5,3,1000000
3,2.0,1420,9828,0,1.0,4,241400
4,1.75,1450,10074,0,1.0,4,309950
3,1.75,1550,4057,720,1.0,3,294010
3,2.25,1920,9672,0,2.0,4,345000
3,2.25,1920,9672,0,2.0,4,625000
4,2.5,2510,4543,0,2.0,3,660000
2,2.0,1660,4500,0,1.0,3,559000
4,3.25,3990,9786,0,2.0,3,866000
3,2.0,2350,5700,540,1.5,4,770000
3,1.5,1350,7827,0,1.0,4,259950
5,2.75,2980,9838,1270,1.0,3,352000
5,4.75,6390,13180,1830,2.0,3,2466350
3,2.0,1590,10229,0,1.0,3,395000
4,1.75,1400,6650,0,1.5,4,276500
3,2.25,1880,100623,0,1.5,3,530000
4,3.25,3500,10260,0,2.0,3,798000
2,2.0,1370,5756,0,1.0,3,380000
4,2.5,2810,10433,0,2.0,3,350000
3,2.5,2220,6049,0,2.0,4,325000
3,2.5,2110,4549,0,2.0,4,336000
3,2.25,1720,17235,280,1.0,4,286900
5,2.25,1780,7245,450,1.0,4,472000
3,1.75,1410,8100,0,2.0,3,263000
3,3.0,2110,4000,1000,1.0,4,565000
3,2.5,2700,8444,0,2.0,3,765000
3,2.25,2610,9409,0,1.0,4,1517000
3,2.0,1660,8174,830,1.0,3,405000
4,3.5,4570,16219,0,2.0,3,1098000
3,3.0,3760,188760,1120,1.0,4,555000
3,2.5,1610,3516,0,2.0,3,305000
3,2.25,1740,9370,350,1.0,3,289950
5,3.5,3530,218472,1150,2.0,3,487500
3,1.0,840,12091,0,1.0,3,96500
3,1.0,840,12091,0,1.0,3,185000
4,1.0,1470,6061,0,1.5,3,150550
4,2.0,2470,5080,500,1.5,3,339000
4,1.75,2220,7230,940,1.0,3,675000
3,1.75,1720,4080,760,1.0,4,615000
4,2.5,2700,9320,0,2.0,4,837500
2,1.0,950,11835,0,1.0,3,250000
3,2.5,1790,8144,0,2.0,3,583000
3,2.5,1610,1728,0,3.0,3,499000
3,2.5,2290,6328,0,2.0,3,550000
4,2.5,2170,204296,0,1.0,4,400000
3,2.5,2100,4097,0,2.0,3,990400
3,2.5,2320,52272,0,1.5,3,600000
2,1.0,1120,6236,0,1.0,4,325000
3,2.5,1530,6000,0,2.0,4,265000
3,2.5,3490,9362,1720,1.0,5,1620500
3,1.5,1180,8353,0,1.0,3,347500
5,2.0,2050,3000,580,1.5,3,629000
2,2.0,2360,11340,0,1.5,3,1087500
4,2.5,2570,7859,0,2.0,3,397500
2,1.0,1270,3700,0,1.5,3,404500
3,1.5,1250,7500,0,1.0,3,225000
3,2.25,2510,9900,900,1.0,3,267000
4,3.75,2690,4000,570,2.0,4,800000
4,2.5,2900,6918,0,2.0,3,339000
4,2.5,3830,11972,1460,1.0,3,1850000
5,1.0,1280,3876,0,1.5,3,525000
5,3.5,4350,6218,830,2.0,3,1150000
1,1.0,1370,6250,0,1.5,4,565000
2,2.25,1230,1280,270,2.0,3,387000
4,2.5,2440,34290,0,2.0,3,720000
4,3.5,4410,12426,990,2.0,3,1500000
2,1.0,910,7617,0,1.0,3,235000
2,1.0,910,7617,0,1.0,3,365000
3,2.5,2150,7484,0,2.0,3,368250
3,2.5,2150,7484,0,2.0,3,580000
4,3.25,3190,11774,580,2.0,3,1100000
4,2.5,2130,4496,0,2.0,3,215000
4,2.5,2740,9959,0,2.0,3,648000
4,3.0,3150,9318,0,2.0,3,705000
3,2.25,1450,1540,270,2.0,3,465000
5,2.0,2400,3500,500,1.5,3,650000
4,2.25,2280,7500,1140,1.0,4,335000
4,2.0,2310,31850,0,1.5,4,640000
4,2.5,2460,8029,0,2.0,3,638250
4,3.5,4200,14353,560,2.0,3,1460000
4,2.0,1620,4600,0,2.0,3,375000
4,1.75,2170,9525,0,1.0,3,842000
3,2.25,2880,7200,1170,1.0,3,499950
4,2.5,3280,25211,0,2.0,3,810000
5,2.0,2900,11970,0,2.0,4,310000
3,2.5,2160,8809,620,1.0,3,730000
4,1.75,2250,4750,830,1.5,4,637800
3,1.0,1340,4800,0,1.5,4,225000
4,1.0,1390,10800,0,1.5,4,417500
4,2.0,1600,10160,0,1.0,4,265000
4,2.5,2050,8683,0,2.0,3,550000
3,2.0,2570,159865,0,1.0,5,625700
3,2.5,2660,10637,0,2.0,3,595000
3,1.5,1540,13475,0,1.0,4,270000
5,3.0,2640,3200,500,2.0,4,739375
2,1.75,1210,1032,0,2.0,3,357562
4,2.5,3760,29224,0,2.0,3,1010000
2,1.75,1350,4286,0,1.0,3,455000
5,2.25,2600,9600,790,1.0,4,310000
3,2.75,3900,111514,440,2.0,3,415000
2,1.0,1340,8100,0,1.0,3,452000
3,2.0,1760,16928,0,1.0,3,810000
3,2.0,1840,4750,830,1.0,5,730001
3,2.25,2980,86636,750,1.0,3,825000
3,2.5,1730,3000,0,2.0,3,665000
4,1.75,1650,7800,0,1.0,3,327500
3,2.5,3370,36218,0,2.0,4,699950
3,2.5,2200,34680,0,2.0,3,424000
4,2.5,2180,3375,760,1.5,4,657000
3,1.75,1490,10844,280,1.0,3,445000
3,2.5,1530,762,480,2.0,3,450000
3,1.0,1180,7455,0,1.0,4,350000
4,2.5,2080,17532,0,2.0,3,460000
4,2.5,3200,22651,1590,1.0,5,385000
4,2.25,1880,6160,0,2.0,3,272000
3,2.5,2510,5544,0,2.0,3,535000
2,1.0,1060,5200,0,1.0,3,216500
3,2.5,2130,12245,0,2.0,3,325000
3,1.75,1320,7280,0,1.0,3,420200
3,1.75,1040,5650,0,1.0,5,258000
3,2.0,1150,4500,0,1.5,3,450000
4,2.25,2120,3794,700,2.0,4,720168
3,2.0,2130,5000,800,1.5,5,652000
4,2.5,2340,8248,0,2.0,3,569500
4,1.75,2250,292288,0,1.0,4,411000
3,1.75,1890,3825,600,1.0,3,524950
2,1.0,1140,10152,380,1.0,3,153000
3,2.5,2780,5467,0,2.0,3,775000
4,2.5,2390,6111,0,2.0,3,338500
3,1.75,2390,9000,890,1.0,3,570000
3,2.0,2680,8429,800,1.0,4,653000
2,2.5,1560,1222,480,2.0,3,435000
2,1.0,1130,8160,0,1.0,4,207000
2,1.0,1120,7500,0,1.0,4,540000
4,2.25,2050,9583,280,2.0,3,386000
5,2.25,2600,8075,0,1.5,4,265000
3,2.25,1050,572,310,2.0,3,250000
3,2.0,2600,6600,670,2.0,3,1697000
4,2.5,2811,7251,0,2.0,3,455000
4,3.25,4060,13000,0,2.0,3,1795000
3,2.0,2260,7200,1130,1.0,3,759000
4,2.75,4430,74358,0,2.0,3,970000
1,0.0,600,24501,0,1.0,2,280000
3,2.25,2430,8327,1000,1.0,4,690000
3,2.5,3420,25150,1670,1.0,4,789900
2,1.0,1180,5100,0,1.5,3,447500
4,2.25,2010,7575,790,1.0,3,440000
3,2.0,1230,7789,0,1.0,3,278000
5,2.5,2750,6000,1000,1.5,3,980000
3,2.75,1300,14197,440,1.0,3,245000
3,1.5,1150,11475,0,1.0,3,287000
3,1.75,2220,132858,1110,1.0,3,435000
3,2.5,2050,11690,0,2.0,4,585000
4,1.75,1700,5846,0,1.0,3,616000
3,1.75,1610,9000,510,1.0,4,203000
4,2.75,2720,3840,930,2.0,3,860000
4,2.5,2190,12690,1020,1.0,3,833000
4,2.75,2730,6856,0,2.0,3,565000
3,2.5,2490,7589,0,2.0,3,572500
4,2.0,1510,4235,0,1.0,3,254000
4,4.25,4720,21000,0,3.0,5,1525000
4,3.0,3810,217800,0,2.0,3,900000
3,2.5,1950,3730,0,2.0,3,899000
3,2.0,1300,6000,0,1.0,5,560000
3,1.75,1610,7200,430,1.0,3,512500
4,2.5,2040,5000,860,1.5,5,775000
2,1.0,700,4700,0,1.0,5,200000
3,1.0,970,4700,250,1.0,4,172000
3,1.0,910,6000,0,1.0,2,219900
3,1.0,1060,9123,0,1.0,3,641200
5,3.25,2180,7200,0,2.0,4,473000
3,1.75,2050,9580,650,1.0,3,540000
2,1.0,750,4500,0,1.0,3,295000
3,1.0,800,2296,0,1.0,4,370000
4,2.25,3470,8000,1110,1.5,3,1727000
3,1.5,1390,48257,0,1.0,3,275000
3,1.0,900,4750,0,1.0,4,89000
2,1.75,1050,9800,0,1.5,4,175000
3,2.5,2410,11900,810,1.0,4,490000
3,2.25,1180,9630,0,2.0,3,342400
3,1.0,1140,4200,0,2.0,4,345000
2,1.0,700,3400,0,1.0,3,399000
4,2.5,2060,9719,740,1.0,4,550000
3,2.25,2230,11835,600,1.0,5,652450
2,2.25,1950,29347,600,1.0,3,438000
3,1.75,2100,5058,760,1.0,3,605000
4,2.5,2130,11733,800,1.0,5,395000
3,2.0,1880,3048,0,2.0,4,449950
4,2.5,2310,5526,0,2.0,3,651100
3,1.0,880,6050,0,1.0,3,241000
5,5.0,5450,20412,0,2.0,3,3418800
2,1.5,1290,1749,630,1.0,3,268500
2,1.0,1010,7200,0,1.0,3,200000
4,1.75,1690,7680,800,1.0,5,400375
2,1.75,1350,6315,0,1.0,3,429000
3,1.0,680,2400,0,1.0,4,230000
4,2.25,2860,10702,0,2.0,3,1200000
1,1.0,610,6000,0,1.0,4,314200
4,2.5,2660,8887,780,1.0,4,513000
2,1.0,1390,5346,430,1.0,5,535000
6,3.0,2290,6344,0,2.0,3,420000
3,2.5,2110,4118,0,2.0,3,345950
3,2.0,1200,2016,600,1.0,4,483500
4,2.25,2360,2500,840,2.0,3,695000
4,2.5,2350,8906,0,2.0,3,295000
3,2.25,1590,9960,530,1.0,3,434975
3,2.5,1810,4592,0,2.0,3,513000
3,1.75,1900,11407,0,1.0,3,360000
3,1.0,1250,8000,0,1.0,3,234900
4,3.5,3280,6603,0,2.0,3,963000
2,1.5,870,4800,0,1.0,3,595000
4,3.25,3570,14408,0,2.0,3,942500
4,3.25,3780,11200,0,2.0,3,1029000
3,1.0,1190,3600,0,1.5,3,350000
4,2.0,2280,39848,0,2.0,4,416500
3,1.0,1030,60720,0,1.5,3,209900
3,1.75,2870,5000,1030,1.5,4,802000
4,1.5,1520,8800,0,1.0,4,230000
3,3.0,3700,10375,0,2.0,3,489000
3,1.5,2240,28750,620,1.0,3,497000
3,2.25,1920,7738,400,1.0,3,250000
3,3.0,2560,3600,450,2.0,3,925000
4,2.5,1840,15496,0,2.0,3,390000
3,2.75,2080,9600,0,1.0,3,415000
3,2.0,1600,9638,0,1.0,5,785000
3,2.0,2168,4000,0,1.5,3,575000
2,1.0,860,8636,0,1.0,3,170000
4,1.75,2100,3400,1000,1.0,5,750000
3,1.0,1140,9639,0,1.0,4,230000
4,3.0,3090,35074,0,2.0,3,855000
3,1.0,1330,45738,0,2.0,2,235000
2,1.0,1360,69260,0,1.0,4,335000
5,3.0,3420,18129,880,2.0,3,1195000
4,2.0,2180,6000,120,1.5,3,677000
3,2.0,1800,5000,200,2.0,5,575000
2,1.0,1120,4590,0,1.0,3,450000
3,2.5,2980,7202,0,2.0,3,817250
4,2.25,2600,28600,790,1.0,3,440000
2,2.0,1550,2400,0,1.5,4,526000
3,2.25,3330,15258,0,2.0,3,762500
4,2.5,2200,7719,0,2.0,3,325000
4,3.5,3840,85728,0,2.0,3,840000
2,1.0,840,4500,0,1.0,3,377500
3,1.5,1270,7128,0,1.0,4,212500
4,2.5,3240,20301,0,2.0,3,749400
3,2.5,2480,37843,0,1.5,4,663000
3,2.25,4470,22518,1230,2.0,3,1476000
3,1.0,1780,7800,720,1.0,3,261000
4,2.5,1850,9248,0,2.0,3,515000
3,2.25,2200,16921,0,2.0,3,410000
3,2.25,2760,10160,0,1.0,3,336000
2,1.0,1090,4128,0,1.0,3,440000
4,2.75,3090,6200,0,2.0,3,908950
2,1.0,820,3700,0,1.0,5,554000
3,2.25,1445,1606,145,2.0,3,387000
4,2.25,1810,9240,0,2.0,3,268643
3,1.75,1620,5000,700,1.0,3,514000
2,1.75,1060,4182,0,2.0,3,420000
3,1.75,1050,9871,0,1.0,5,199000
3,1.0,1010,15701,0,1.0,4,225000
4,2.5,2050,8424,0,2.0,4,320000
2,1.0,970,8185,0,1.0,5,204995
3,2.0,1540,1827,0,2.0,3,376000
4,2.75,3000,6222,0,2.0,3,705000
4,2.5,3190,7869,0,2.0,3,725995
4,2.5,1870,8190,770,1.0,3,285000
4,2.5,2200,9397,0,2.0,3,285000
4,2.5,3070,5936,0,2.0,3,731000
4,3.75,3730,17000,910,2.0,4,1564350
4,2.5,2440,10423,0,1.0,3,510000
2,1.0,990,4332,0,1.0,3,620000
3,4.0,4160,31796,0,2.0,3,1110000
4,3.5,3670,4960,800,2.0,3,796000
3,1.5,910,25500,0,1.0,3,255000
3,2.5,1940,4000,0,2.0,4,807000
4,2.5,1780,6000,0,2.0,3,315000
3,2.25,2200,7355,0,2.0,4,637000
4,4.25,6410,43838,800,2.5,4,2725000
3,2.0,2070,10023,850,1.0,3,490000
3,1.75,2040,7281,1020,1.0,3,253000
4,2.5,2320,6270,0,2.0,3,325900
2,2.0,1440,6677,570,1.0,3,425000
4,2.5,1700,6675,0,2.0,3,215000
4,2.5,1700,6675,0,2.0,3,315000
3,2.0,2050,3933,870,1.0,3,724800
2,1.0,800,6500,0,1.0,4,295000
3,1.75,1800,7620,450,1.0,3,509007
5,2.0,1460,169448,0,1.5,3,306000
3,1.75,1290,7210,0,1.0,3,205000
3,1.5,1900,9737,700,1.0,4,275000
3,1.75,1480,7000,0,1.0,3,685000
4,2.5,2090,12833,870,1.0,3,465000
4,2.25,1950,9800,620,1.0,3,560000
3,1.75,1250,9605,0,1.0,3,458500
3,1.0,990,7590,0,1.0,3,354000
3,2.5,2740,7923,0,2.0,3,441000
3,1.75,1260,10488,150,1.0,2,194000
4,2.5,2150,6807,0,2.0,4,316500
3,1.75,1750,3250,520,1.5,4,524950
3,2.25,2880,6092,960,2.0,4,1052000
4,2.25,2590,13894,0,2.0,4,925000
3,1.75,2430,4524,600,1.5,4,780000
2,2.0,1470,3128,0,2.0,3,241000
3,2.75,2020,10744,750,1.0,5,519000
2,1.0,610,4000,0,1.0,4,286000
3,2.0,3000,17800,1500,1.0,3,400000
2,1.0,920,43560,0,1.0,4,255000
3,1.75,1070,7754,0,1.0,3,152000
4,2.0,3410,15143,0,2.0,4,599000
4,2.5,1820,3905,0,2.0,3,330000
2,1.0,1060,7193,0,1.0,3,461000
5,2.5,3070,34991,0,2.0,3,620000
4,2.5,2300,219106,460,1.0,4,352500
3,2.0,1610,6911,350,1.0,3,435000
5,2.75,2830,5310,0,2.0,3,725000
3,1.0,970,12300,0,1.0,3,300000
3,2.5,1680,8284,0,2.0,3,252000
4,2.75,2040,8996,780,1.0,4,464625
3,1.0,1450,9586,0,2.0,3,340000
4,2.25,2870,6280,890,1.5,4,1325000
5,2.0,1870,13970,750,1.0,4,455000
4,3.5,2490,18042,0,2.0,3,495000
4,2.5,3350,4501,710,2.0,3,925000
4,2.75,3190,8737,0,2.0,3,587000
3,1.75,1560,5520,780,1.0,4,524000
4,2.5,2750,4800,790,2.0,3,1030000
2,1.0,920,2332,0,1.0,4,176000
2,1.0,1140,5500,0,1.0,3,249900
3,2.5,2520,53143,0,1.5,3,499500
5,3.5,3150,10542,1530,1.0,5,600000
4,2.5,2040,7800,0,2.0,3,294000
4,2.0,1780,19843,0,1.0,3,272000
3,2.5,2240,10800,0,2.0,3,390000
4,2.5,3270,9650,950,1.0,4,700000
5,2.75,3110,6621,0,2.0,3,635000
4,1.5,1850,3600,190,2.0,3,920000
3,1.75,1570,8530,380,1.0,4,500000
2,1.0,750,4515,0,1.0,3,263500
4,2.25,2240,9990,0,2.0,4,975000
3,2.5,1870,3485,0,2.0,3,575000
4,2.5,2683,40386,0,2.0,4,822000
3,1.0,1490,7200,0,1.0,3,300000
4,2.5,2340,12080,0,2.0,3,487600
4,2.0,1700,8640,850,1.0,3,500000
2,2.0,1450,989,0,3.0,3,680000
3,2.5,3310,21096,0,2.0,3,419000
4,1.75,1520,5250,0,1.0,3,450000
5,1.75,1260,4500,0,1.5,3,650000
3,1.75,1840,8086,0,1.0,4,550000
4,2.0,1750,5202,680,1.0,4,330000
4,1.0,1450,32234,0,1.5,4,282510
4,4.0,6330,13296,1430,2.0,3,2385000
2,2.0,1260,10200,240,1.0,3,230000
4,1.75,2100,6613,0,2.0,3,750000
4,2.5,2430,5366,0,2.0,3,321000
4,3.25,4250,18000,900,2.0,5,2196000
4,2.0,1830,10416,460,1.0,3,245000
2,1.0,1310,4000,0,1.0,3,510000
4,3.25,3090,9571,720,2.0,3,751000
4,2.5,2560,36601,0,2.0,4,675000
3,1.75,1930,13350,0,1.0,3,295000
2,1.0,1460,6000,200,1.0,2,312000
3,3.0,3460,13129,900,2.0,3,730000
5,3.5,3290,5880,620,2.0,3,762500
3,1.0,820,7680,0,1.5,3,150000
3,1.0,1480,7374,720,1.0,3,270000
4,2.0,1420,9301,0,1.0,4,400000
3,2.5,2790,6720,0,2.0,3,650000
2,1.5,1390,5000,420,1.0,4,530000
3,1.0,950,9400,0,1.0,4,248000
4,3.5,3000,5300,1220,1.0,5,760000
4,1.0,1280,10521,0,1.5,3,199000
2,1.0,870,8400,0,1.0,3,240000
3,1.5,1360,1795,0,2.0,3,415000
3,1.0,1000,16376,0,1.0,3,228000
4,2.5,2740,12106,760,1.0,3,525000
3,1.75,1560,5223,750,1.0,4,399950
4,2.5,2590,8571,0,2.0,3,781000
3,2.5,1850,1330,290,2.5,3,827000
5,2.25,2500,8621,0,1.5,4,525000
4,2.5,3280,5232,0,2.0,3,671300
2,1.0,670,2378,0,1.0,3,175000
5,2.75,2890,22547,740,1.0,4,1100000
5,2.5,3000,10560,1500,1.0,3,800000
4,2.5,1920,4600,0,2.0,3,329950
4,3.25,1960,7200,0,2.0,3,445000
3,1.75,2000,12208,860,1.0,3,237000
6,4.0,3600,6224,990,2.0,3,1112500
4,2.5,2740,5700,0,2.0,3,438900
9,4.5,3650,5000,1120,2.0,3,1280000
4,2.5,2310,3866,0,2.0,3,600000
4,2.5,2095,4569,0,2.0,3,670000
2,2.0,1560,4823,0,1.0,3,519000
3,2.25,1880,7350,490,1.0,3,320000
2,1.5,840,867,0,2.0,3,270000
3,2.5,2730,5832,0,2.0,3,1000000
1,1.0,860,4800,0,1.0,3,330000
3,2.0,2320,10960,810,1.0,3,657500
3,1.75,1540,61419,0,1.0,3,450000
3,1.0,890,6488,0,1.5,3,150000
4,2.5,4290,175421,0,2.0,3,792500
3,2.5,1950,13227,0,2.0,4,540000
3,1.0,1010,8848,0,1.0,4,229900
4,2.5,2830,6536,0,2.0,3,533000
4,1.75,1500,12560,500,1.0,4,239000
3,2.5,3370,167706,0,1.0,3,713900
4,2.5,3160,8726,0,2.0,3,427500
3,1.0,1110,7000,0,1.5,4,302000
3,2.5,3830,48743,0,2.0,3,1150000
3,2.5,3160,4270,510,2.0,3,555000
3,2.25,2100,3000,0,2.0,3,495000
3,1.5,2240,13288,0,1.0,3,495000
2,0.75,1060,48292,500,1.0,5,340000
4,2.25,2350,36116,0,1.0,4,464950
4,2.5,1940,7040,0,2.0,3,320000
1,1.0,1160,64469,0,1.0,3,440000
